year,iso3_o,iso3num_o,iso3_d,iso3num_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_imf_o,tradeflow_imf_d,contig,distw,comlang_off,comlang_ethno,comcol,col45,comrelig,pop_o,pop_d,gdp_o,gdp_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rugged_popw_o,rugged_popw_d,desert_o,desert_d,tropical_o,tropical_d,island_o,island_d,landlocked_o,landlocked_d,geoscheme_o,geoscheme_d
1991,AFG,4,ARE,784,,166.332,,,0.0,1657.193,0.0,0.0,0.0,0.0,0.942,12612.043,1908.002,,51552165.89,0,0,0,0,0,0,1.469,0.316,4.356,77.28,0.0,0.0,0.0,0.0,1.0,0.0,34.0,145.0
1991,AFG,4,AUS,36,,214.328,,,0.0,11086.141,0.0,0.0,0.0,0.0,0.002,12612.043,17284.0,,325641633.8,0,1,0,0,0,0,1.469,0.183,4.356,10.889,0.0,14.68,0.0,1.0,1.0,0.0,34.0,53.0
1991,AFG,4,AUT,40,,1541.949,,,0.0,4567.302,0.0,0.0,0.0,0.0,0.006,12612.043,7754.891,,173375504.4,0,1,0,0,0,1,1.469,1.152,4.356,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,155.0
1991,AFG,4,BEL,56,,20844.244,,,0.0,5331.892,0.0,0.0,0.0,0.0,0.011,12612.043,10004.486,,211312787.5,0,1,0,0,0,1,1.469,0.261,4.356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,155.0
1991,AFG,4,BGD,50,,1.031,,,0.0,2488.676,0.0,0.0,0.0,0.0,0.853,12612.043,109934.593,,30957445.12,0,1,0,0,0,0,1.469,0.065,4.356,0.0,0.0,75.038,0.0,0.0,1.0,0.0,34.0,34.0
1991,AFG,4,BHR,48,,38.525,,,0.0,1940.47,0.0,0.0,0.0,0.0,0.943,12612.043,509.645,,4616223.232,0,0,0,0,0,0,1.469,0.163,4.356,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,145.0
1991,AFG,4,BOL,68,,20.544,,,0.0,15100.649,0.0,0.0,0.0,0.0,0.0,12612.043,6956.736,,5343259.136,0,1,0,0,0,0,1.469,0.911,4.356,0.0,0.0,64.878,0.0,0.0,1.0,1.0,34.0,5.0
1991,AFG,4,BRB,52,,7.37,,,0.0,12371.207,0.0,0.0,0.0,0.0,0.002,12612.043,260.175,,2007109.76,0,1,0,0,0,0,1.469,0.695,4.356,0.0,0.0,100.0,0.0,1.0,1.0,0.0,34.0,29.0
1991,AFG,4,BRN,96,,4.313,,,0.0,5823.199,0.0,0.0,0.0,0.0,0.638,12612.043,264.332,,3701667.072,0,0,0,0,0,0,1.469,0.134,4.356,0.0,0.0,100.0,0.0,1.0,1.0,0.0,34.0,35.0
1991,AFG,4,CAN,124,,209.228,,,0.0,10516.293,0.0,0.0,0.0,0.0,0.006,12612.043,28171.682,,608258687.0,0,1,0,0,0,0,1.469,0.37,4.356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,21.0
1991,AFG,4,CHE,756,,3061.199,,,0.0,5136.085,0.0,0.0,0.0,0.0,0.003,12612.043,6799.978,,260459888.6,0,1,0,0,0,0,1.469,1.45,4.356,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,155.0
