year,iso3_o,iso3num_o,iso3_d,iso3num_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_imf_o,tradeflow_imf_d,contig,distw,comlang_off,comlang_ethno,comcol,col45,comrelig,pop_o,pop_d,gdp_o,gdp_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rugged_popw_o,rugged_popw_d,desert_o,desert_d,tropical_o,tropical_d,island_o,island_d,landlocked_o,landlocked_d,geoscheme_o,geoscheme_d
1959,AGO,24,AUS,36,,,100.0,110.0,0.0,12954.905,0.0,0.0,0.0,0.0,0.25,4714.676,10131.728,,13735999.49,0,1,0,0,0,0,0.714,0.183,0.425,10.889,44.346,14.68,0.0,1.0,0.0,0.0,17.0,53.0
1959,AGO,24,AUT,40,,,900.0,,0.0,6432.058,0.0,0.0,0.0,0.0,0.623,4714.676,7014.331,,5632999.936,0,1,0,0,0,1,0.714,1.152,0.425,0.0,44.346,0.0,0.0,0.0,0.0,1.0,17.0,155.0
1959,AGO,24,CAN,124,,,300.0,,0.0,11627.293,0.0,0.0,0.0,0.0,0.379,4714.676,17872.034,,38425001.98,0,1,0,0,0,0,0.714,0.37,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,21.0
1959,AGO,24,CHE,756,,,600.0,1200.0,0.0,6356.838,0.0,0.0,0.0,0.0,0.448,4714.676,5259.0,,8054000.128,0,0,0,0,0,0,0.714,1.45,0.425,0.0,44.346,0.0,0.0,0.0,0.0,1.0,17.0,155.0
1959,AGO,24,COD,180,,,2400.0,,1.0,1026.17,0.0,0.0,0.0,0.0,0.39,4714.676,16253.014,,,0,0,0,0,0,0,0.714,0.531,0.425,0.0,44.346,94.866,0.0,0.0,0.0,0.0,17.0,17.0
1959,AGO,24,CPV,132,,,600.0,,0.0,5054.01,1.0,1.0,1.0,0.0,0.665,4714.676,190.769,,,0,0,0,0,0,0,0.714,1.399,0.425,0.0,44.346,0.0,0.0,1.0,0.0,0.0,17.0,11.0
1959,AGO,24,CSK,200,,,600.0,,,6653.98,0.0,0.0,0.0,0.0,,4714.676,13564.592,,13031999.49,0,1,0,0,0,0,0.714,0.614037951,0.425,0.0,44.346,0.0,0.0,0.0,0.0,1.0,17.0,151.0
1959,AGO,24,DEU,280,,,8600.0,12000.0,0.0,6825.559,0.0,0.0,0.0,0.0,0.332,4714.676,72013.855,,59966001.15,0,1,0,0,0,1,0.714,0.405,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,155.0
1959,AGO,24,DNK,208,,,200.0,100.0,0.0,7308.257,0.0,0.0,0.0,0.0,0.193,4714.676,4546.636,,5488000.0,0,1,0,0,0,1,0.714,0.191,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,154.0
1959,AGO,24,EGY,818,,,1100.0,,0.0,4814.249,0.0,0.0,0.0,0.0,0.002,4714.676,26219.801,,3920000.0,0,0,0,0,0,0,0.714,0.274,0.425,16.498,44.346,0.0,0.0,0.0,0.0,0.0,17.0,15.0
1959,AGO,24,ESP,724,,,2000.0,2500.0,0.0,5815.769,0.0,0.0,0.0,0.0,0.666,4714.676,30372.877,,12051000.32,0,0,0,0,0,1,0.714,0.81,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,39.0
1959,AGO,24,FIN,246,,,300.0,,0.0,7962.544,0.0,0.0,0.0,0.0,0.185,4714.676,4394.7,,4390000.128,0,1,0,0,0,1,0.714,0.268,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,154.0
1959,AGO,24,FRA,250,,,3900.0,,0.0,6384.804,0.0,0.0,0.0,0.0,0.53,4714.676,46129.002,,54812000.26,0,1,0,0,0,1,0.714,0.496,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,155.0
1959,AGO,24,GBR,826,,,22900.0,1800.0,0.0,7092.603,0.0,0.0,0.0,0.0,0.122,4714.676,51956.001,,68287000.58,0,1,0,0,0,0,0.714,0.21,0.425,0.0,44.346,0.0,0.0,1.0,0.0,0.0,17.0,154.0
1959,AGO,24,GNB,624,,,100.0,,0.0,4045.287,1.0,0.0,1.0,0.0,0.071,4714.676,611.217,,,0,0,0,0,0,0,0.714,0.534,0.425,0.0,44.346,100.0,0.0,0.0,0.0,0.0,17.0,11.0
1959,AGO,24,GRC,300,,,100.0,300.0,0.0,5457.884,0.0,0.0,0.0,0.0,0.003,4714.676,8258.162,,3300000.0,0,1,0,0,0,1,0.714,1.295,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,39.0
1959,AGO,24,ITA,380,,,2300.0,1300.0,0.0,5850.538,0.0,0.0,0.0,0.0,0.572,4714.676,49832.001,,32383000.58,0,1,0,0,0,1,0.714,0.755,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,39.0
1959,AGO,24,JPN,392,,,400.0,500.0,0.0,13676.424,0.0,0.0,0.0,0.0,0.006,4714.676,93296.562,,35910000.64,0,1,0,0,0,0,0.714,0.463,0.425,0.0,44.346,0.006,0.0,1.0,0.0,0.0,17.0,30.0
1959,AGO,24,MAR,504,,,300.0,,0.0,5301.951,0.0,0.0,0.0,0.0,0.001,4714.676,12074.375,,1632000.0,0,0,0,0,0,0,0.714,1.291,0.425,0.614,44.346,0.0,0.0,0.0,0.0,0.0,17.0,15.0
1959,AGO,24,MOZ,508,,,2100.0,2400.0,0.0,2664.913,1.0,1.0,1.0,0.0,0.229,4714.676,7321.327,,,0,0,0,0,0,0,0.714,0.438,0.425,0.0,44.346,87.365,0.0,0.0,0.0,0.0,17.0,14.0
1959,AGO,24,NLD,528,,,13500.0,15500.0,0.0,6942.261,0.0,0.0,0.0,0.0,0.377,4714.676,11347.639,,10183000.06,0,1,0,0,0,1,0.714,0.042,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,155.0
1959,AGO,24,NOR,578,,,500.0,,0.0,7837.547,0.0,0.0,0.0,0.0,0.196,4714.676,3552.851,,4722999.808,0,1,0,0,0,0,0.714,1.245,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,154.0
1959,AGO,24,PRT,620,,,22700.0,23400.0,0.0,5956.993,1.0,1.0,0.0,1.0,0.649,4714.676,8961.55,,2311000.064,0,0,0,0,0,1,0.714,0.967,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,39.0
1959,AGO,24,STP,678,,,1100.0,,0.0,1389.717,1.0,1.0,1.0,0.0,0.639,4714.676,62.507,,,0,0,0,0,0,0,0.714,0.876,0.425,0.0,44.346,100.0,0.0,1.0,0.0,0.0,17.0,17.0
1959,AGO,24,SWE,752,,,600.0,500.0,0.0,7644.175,0.0,0.0,0.0,0.0,0.145,4714.676,7446.0,,12824999.94,0,1,0,0,0,1,0.714,0.343,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,154.0
1959,AGO,24,USA,840,,,31500.0,34000.0,0.0,12153.606,0.0,0.0,0.0,0.0,0.292,4714.676,177830.002,,487899988.0,0,1,0,0,0,0,0.714,0.333,0.425,0.278,44.346,0.358,0.0,0.0,0.0,0.0,17.0,21.0
1959,AGO,24,YUG,890,,,400.0,,0.0,6037.035,0.0,0.0,0.0,0.0,0.029,4714.676,17968.174,,6326000.128,0,0,0,0,0,0,0.714,0.839372224,0.425,0.0,44.346,0.0,0.0,0.0,0.0,0.0,17.0,39.0
1959,AGO,24,ZAF,710,,,1200.0,,0.0,2579.672,0.0,0.0,0.0,0.0,0.149,4714.676,16974.985,,6663390.208,0,1,0,0,0,0,0.714,1.318,0.425,4.386,44.346,0.179,0.0,0.0,0.0,0.0,17.0,18.0
1959,ALB,8,ITA,380,,,,700.0,0.0,722.953,0.0,0.0,0.0,0.0,0.0,1571.329,49832.001,343800.0,32383000.58,0,1,0,0,0,1,1.597,0.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0
1959,ALB,8,ROU,642,,,,420.0,0.0,684.91,0.0,0.0,0.0,0.0,0.002,1571.329,18225.83,343800.0,12101999.62,0,0,0,0,0,1,1.597,0.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,151.0
1959,ALB,8,YUG,890,,,,100.0,1.0,338.082,0.0,1.0,0.0,0.0,0.039,1571.329,17968.174,343800.0,6326000.128,0,0,0,0,0,0,1.597,0.839372224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0
1959,ARE,784,GBR,826,,,,100.0,0.0,5594.327,0.0,0.0,0.0,1.0,0.014,97.87,51956.001,,68287000.58,0,1,0,0,0,0,0.316,0.21,77.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145.0,154.0
1959,ARE,784,USA,840,,,,3000.0,0.0,12196.15,0.0,0.0,0.0,0.0,0.01,97.87,177830.002,,487899988.0,0,1,0,0,0,0,0.316,0.333,77.28,0.278,0.0,0.358,0.0,0.0,0.0,0.0,145.0,21.0
1959,ARG,32,AUS,36,,,100.0,1210.0,0.0,12044.574,0.0,0.0,0.0,0.0,0.277,20281.151,10131.728,11440769.02,13735999.49,0,1,0,0,0,0,0.22,0.183,0.0,10.889,0.0,14.68,0.0,1.0,0.0,0.0,5.0,53.0
1959,ARG,32,AUT,40,,,2600.0,,0.0,11751.147,0.0,0.0,0.0,0.0,0.815,20281.151,7014.331,11440769.02,5632999.936,0,1,0,0,0,1,0.22,1.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,155.0
1959,ARG,32,BGR,100,,,600.0,,0.0,12115.572,0.0,0.0,0.0,0.0,0.005,20281.151,7797.777,11440769.02,2285030.144,0,0,0,0,0,1,0.22,0.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,151.0
1959,ARG,32,BHS,44,,,,100.0,0.0,6760.757,0.0,0.0,0.0,0.0,0.246,20281.151,106.931,11440769.02,,0,0,0,0,0,0,0.22,0.1,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,5.0,29.0
1959,ARG,32,BOL,68,,,5300.0,8100.0,1.0,1865.839,1.0,1.0,0.0,0.0,0.848,20281.151,3357.701,11440769.02,320029.984,0,0,0,0,0,0,0.22,0.911,0.0,0.0,0.0,64.878,0.0,0.0,0.0,1.0,5.0,5.0
1959,ARG,32,BRA,76,,,88800.0,114950.0,1.0,2391.846,0.0,0.0,0.0,0.0,0.805,20281.151,69580.33,11440769.02,12072999.94,0,1,0,0,0,0,0.22,0.25,0.0,0.0,0.0,88.567,0.0,0.0,0.0,0.0,5.0,5.0
