year,iso3_o,iso3_d,iso3num_o,iso3num_d,country_exists_o,country_exists_d,gmt_offset_2020_o,gmt_offset_2020_d,contig,dist,distw,distcap,distwces,dist_source,comlang_off,comlang_ethno,comcol,comrelig,col45,legal_old_o,legal_old_d,legal_new_o,legal_new_d,comleg_pretrans,comleg_posttrans,transition_legalchange,heg_o,heg_d,col_dep_ever,col_dep,col_dep_end_year,col_dep_end_conflict,empire,sibling_ever,sibling,sever_year,sib_conflict,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,pop_source_o,pop_source_d,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,gdpcap_ppp_o,gdpcap_ppp_d,pop_pwt_o,pop_pwt_d,gdp_ppp_pwt_o,gdp_ppp_pwt_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rta,rta_coverage,rta_type,entry_cost_o,entry_cost_d,entry_proc_o,entry_proc_d,entry_time_o,entry_time_d,entry_tp_o,entry_tp_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_imf_o,tradeflow_imf_d
1962,AFG,AUS,4,36,1,1,4.5,10,0,11433.487,11086.141,11365.442,11020.751,1,0,0,0,0.002,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,1,,,9141.783,10742,546666.688,19886884.86,0.06,1.851,1,1,1,1,,,,,,10950.791,,163416240,0,1,0,0,0,0,0,0,6,,,,,,,,,3.996,,,,,
1962,AFG,AUT,4,40,1,1,4.5,1,0,4568.098,4567.302,4568.098,4557.809,1,0,0,0,0.006,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,9141.783,7129.864,546666.688,7756110.336,0.06,1.088,1,1,1,1,,,,,,7176.797,,72497056,0,1,0,0,0,1,0,0,6,,,,,,,,,60.214,,,,,
1962,AFG,BEL,4,56,1,1,4.5,1,0,5416.121,5331.892,5416.121,5326.837,1,0,0,0,0.011,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,9141.783,9220.578,546666.688,13264015.36,0.06,1.439,1,1,1,1,,,,,,9213.024,,103547880,0,1,0,0,0,1,0,0,6,,,,,,,,,215.803,19.179,,,,
1962,AFG,BGR,4,100,1,1,4.5,2,0,4043.005,3819.043,4043.005,3805.977,1,0,0,0,0.105,0,1,2,1,3,0,0,0,0,0,0,0,,,,0,0,,,9141.783,8012.946,546666.688,3183949.824,0.06,0.397,1,1,1,2,,,,,,,,,0,0,0,0,0,1,0,0,6,,,,,,,,,34.163,,,,,
1962,AFG,CHE,4,756,1,1,4.5,1,0,5247.043,5136.085,5247.043,5129.578,1,0,0,0,0.003,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,9141.783,5573.815,546666.688,11879983.1,0.06,2.131,1,1,1,1,,,,,,5577.722,,126207712,0,0,0,0,0,0,0,0,6,,,,,,,,,1776.272,1838.647,,,,
1962,AFG,CHN,4,156,1,1,4.5,8,1,4180.438,4434.382,4180.438,4369.993,1,0,0,0,0.024,0,1,2,1,3,0,0,0,0,0,0,0,,,,0,0,,,9141.783,665770.02,546666.688,46685179.9,0.06,0.07,1,1,1,1,,,,,,656794.125,,641889216,0,0,0,0,0,0,0,0,6,,,,,,,,,179.495,,,,,
1962,AFG,COD,4,180,1,1,4.5,1,0,7100.062,6738.451,7100.062,6701.34,1,0,0,0,0.014,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,9141.783,16041.246,546666.688,3779841.536,0.06,0.236,1,1,1,1,,,,,,16064.605,,40307696,0,0,0,0,0,0,0,0,6,,,,,,,,,,0.883,,,,
1962,AFG,CSK,4,200,1,1,4.5,1,,4708.024,4543.171,4708.024,4534.28,0,0,0,0,,0,1,2,1,,0,0,0,0,0,0,0,,,,0,0,,,9141.783,13862.847,546666.688,15004000.26,0.06,1.082,1,1,1,2,,,,,,,,,0,1,0,0,0,0,0,0,6,,,,,,,,,2875.664,,,,,
1962,AFG,DEU,4,280,1,1,4.5,1,0,5226.514,4945.52,4783.57,4934.421,1,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,9141.783,74025.787,546666.688,90169999.36,0.06,1.218,1,1,1,2,,,,,,74451.797,,797167680,0,1,0,0,0,1,0,0,6,,,,,,,,,4764.753,14003,,,,
1962,AFG,DNK,4,208,1,1,4.5,1,0,4857.692,4854.474,4857.692,4848.241,1,0,0,0,0.002,0,1,5,1,4,0,0,0,0,0,0,0,,,,0,0,,,9141.783,4647.727,546666.688,7812967.936,0.06,1.681,1,1,1,1,,,,,,4649.241,,63509220,0,1,0,0,0,1,0,0,6,,,,,,,,,67.348,254.113,,,,
1962,AFG,ESP,4,724,1,1,4.5,1,0,6290.493,6147.663,6290.493,6123.391,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,9141.783,31023.367,546666.688,16138545.15,0.06,0.52,1,1,1,1,,,,,,31253.527,,216179616,0,0,0,0,0,1,0,0,6,,,,,,,,,,1.679,,,,
1962,AFG,FRA,4,250,1,1,4.5,1,0,5590.381,5500.665,5590.381,5489.888,1,0,0,0,0.03,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,9141.783,47990.158,546666.688,76313780.22,0.06,1.59,1,1,1,1,,,,,,48196.773,,528024000,0,1,0,0,0,1,0,0,6,,,,,,,,,0.603,1064.459,,,,
1962,AFG,GBR,4,826,1,1,4.5,0,0,5718.078,5694.557,5718.078,5689.184,1,0,0,0,0.014,0,1,3,1,2,0,0,0,0,1,1,0,1919,,,0,0,,,9141.783,53250,546666.688,80601939.97,0.06,1.514,1,1,1,1,,,,,,53294.812,,629179008,0,1,0,0,0,0,0,0,6,,,,,,,,,8464.651,11844.401,,,,
1962,AFG,IND,4,356,1,1,4.5,5.5,0,1003.893,1741.23,1003.893,1578.108,1,0,0,0,0.115,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,9141.783,467962.158,546666.688,42900865.02,0.06,0.092,1,1,1,1,,,,,,463560.188,,493096032,0,1,0,0,0,0,0,0,6,,,,,,,,,8981.57,7376.212,,,,
