year,iso3_o,iso3_d,iso3num_o,iso3num_d,country_exists_o,country_exists_d,gmt_offset_2020_o,gmt_offset_2020_d,contig,dist,distw,distcap,distwces,dist_source,comlang_off,comlang_ethno,comcol,comrelig,col45,legal_old_o,legal_old_d,legal_new_o,legal_new_d,comleg_pretrans,comleg_posttrans,transition_legalchange,heg_o,heg_d,col_dep_ever,col_dep,col_dep_end_year,col_dep_end_conflict,empire,sibling_ever,sibling,sever_year,sib_conflict,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,pop_source_o,pop_source_d,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,gdpcap_ppp_o,gdpcap_ppp_d,pop_pwt_o,pop_pwt_d,gdp_ppp_pwt_o,gdp_ppp_pwt_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rta,rta_coverage,rta_type,entry_cost_o,entry_cost_d,entry_proc_o,entry_proc_d,entry_time_o,entry_time_d,entry_tp_o,entry_tp_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_imf_o,tradeflow_imf_d
1969,AFG,AUS,4,36,1,1,4.5,10,0,11433.487,11086.141,11365.442,11020.751,1,0,0,0,0.002,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,1,,,10729.191,12263,1408888.96,36612161.54,0.131,2.986,1,1,1,1,,,,,,12558.078,,242717248,0,1,0,0,0,0,0,0,6,,,,,,,,,18.01,39.759,,,,
1969,AFG,AUT,4,40,1,1,4.5,1,0,4568.098,4567.302,4568.098,4557.809,1,0,0,0,0.006,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,10729.191,7441.055,1408888.96,13582798.85,0.131,1.825,1,1,1,1,,,,,,7490.037,,98049088,0,1,0,0,0,1,0,0,6,,,,,,,,,12.736,160.536,,,,
1969,AFG,BEL,4,56,1,1,4.5,1,0,5416.121,5331.892,5416.121,5326.837,1,0,0,0,0.011,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,10729.191,9646.032,1408888.96,23710736.38,0.131,2.458,1,1,1,1,,,,,,9607.095,,143486544,0,1,0,0,0,1,0,0,6,,,,,,,,,36.549,122.358,,,,
1969,AFG,BGR,4,100,1,1,4.5,2,0,4043.005,3819.043,4043.005,3805.977,1,0,0,0,0.105,0,1,2,1,3,0,0,0,0,0,0,0,,,,0,0,,,10729.191,8434.172,1408888.96,5771599.872,0.131,0.684,1,1,1,2,,,,,,,,,0,0,0,0,0,1,0,0,6,,,,,,,,,4.597,,,,,
1969,AFG,BHR,4,48,1,1,4.5,3,0,2004.434,1940.47,2004.434,1917.157,1,0,0,0,0.943,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,10729.191,206.469,1408888.96,,0.131,,1,1,1,,,,,,,,,,0,0,0,0,0,0,0,0,6,,,,,,,,,3.831,,,,,
1969,AFG,BOL,4,68,1,1,4.5,-4,0,15349.948,15100.649,15240.552,15096.343,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,10729.191,4117.153,1408888.96,964615.68,0.131,0.234,1,1,1,1,,,,,,4396.564,,6926864.5,0,0,0,0,0,0,0,0,6,,,,,,,,,,6.6,,,,
1969,AFG,CAN,4,124,1,1,4.5,-5,0,10768.887,10516.293,10461.271,10508.325,1,0,0,0,0.006,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,1,,,10729.191,21028,1408888.96,77887512.58,0.131,3.704,1,1,1,1,,,,,,21154.949,,385630112,0,1,0,0,0,0,0,0,6,,,,,,,,,12.801,45.362,,,,
1969,AFG,CHE,4,756,1,1,4.5,1,0,5247.043,5136.085,5247.043,5129.578,1,0,0,0,0.003,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,10729.191,6136.387,1408888.96,20524886.02,0.131,3.345,1,1,1,1,,,,,,6115.215,,168984336,0,1,0,0,0,0,0,0,6,,,,,,,,,4675.172,1669.834,,,,
1969,AFG,CHN,4,156,1,1,4.5,8,1,4180.438,4434.382,4180.438,4369.993,1,0,0,0,0.024,0,1,2,1,3,0,0,0,0,0,0,0,,,,0,0,,,10729.191,796025.024,1408888.96,78718820.35,0.131,0.099,1,1,1,1,,,,,,802909.375,,1036213120,0,0,0,0,0,0,0,0,6,,,,,,,,,504.723,,,,,
1969,AFG,CIV,4,384,1,1,4.5,0,0,8144.624,8067.372,8165.951,8061.536,1,0,0,0,0.238,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,10729.191,5010.962,1408888.96,1361360.256,0.131,0.272,1,1,1,1,,,,,,4979.376,,12270996,0,1,0,0,0,0,0,0,6,,,,,,,,,,4.445,,,,
