year,iso3_o,iso3_d,iso3num_o,iso3num_d,country_exists_o,country_exists_d,gmt_offset_2020_o,gmt_offset_2020_d,contig,dist,distw,distcap,distwces,dist_source,comlang_off,comlang_ethno,comcol,comrelig,col45,legal_old_o,legal_old_d,legal_new_o,legal_new_d,comleg_pretrans,comleg_posttrans,transition_legalchange,heg_o,heg_d,col_dep_ever,col_dep,col_dep_end_year,col_dep_end_conflict,empire,sibling_ever,sibling,sever_year,sib_conflict,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,pop_source_o,pop_source_d,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,gdpcap_ppp_o,gdpcap_ppp_d,pop_pwt_o,pop_pwt_d,gdp_ppp_pwt_o,gdp_ppp_pwt_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rta,rta_coverage,rta_type,entry_cost_o,entry_cost_d,entry_proc_o,entry_proc_d,entry_time_o,entry_time_d,entry_tp_o,entry_tp_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_imf_o,tradeflow_imf_d
1960,AGO,ARG,24,32,1,1,1,-3,0,7792.03,7977.916,7792.03,7961.882,1,0,0,0,0.635,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,4965.988,20623.999,,11693450.24,,0.567,1,1,,2,,,,,,20625.254,,58830816,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,100,100
1960,AGO,AUS,24,36,1,1,1,10,0,13528.195,12954.905,13284.232,12879.337,1,0,0,0,0.25,0,1,3,1,2,0,0,0,0,0,0,0,,,,0,0,,,4965.988,10276.477,,18574309.38,,1.807,1,1,,1,,,,,,10510.836,,152088720,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,,100,
1960,AGO,AUT,24,40,1,1,1,1,0,6357.017,6432.058,6357.017,6423.484,1,0,0,0,0.623,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,4965.988,7047.539,,6592693.76,,0.935,1,1,,1,,,,,,7093.828,,66492632,0,1,0,0,0,1,0,0,6,,,,,,,,,,,,,700,1300
1960,AGO,BGR,24,100,1,1,1,2,0,5822.248,5962.843,5822.248,5953.88,1,0,0,0,0.004,0,1,2,1,3,0,0,0,0,0,0,0,,,,0,0,,,4965.988,7867.374,,2430690.048,,0.309,1,1,,2,,,,,,,,,0,0,0,0,0,1,0,0,6,,,,,,,,,,,,,1300,
1960,AGO,CAN,24,124,1,1,1,-5,0,10904.939,11627.293,10635.11,11486.643,1,0,0,0,0.379,0,1,3,1,2,0,0,0,0,0,0,0,,,,0,0,,,4965.988,17909.01,,41093451.78,,2.295,1,1,,1,,,,,,18017.121,,243258128,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,,200,100
1960,AGO,CHE,24,756,1,1,1,1,0,6235.385,6356.838,6235.385,6348.073,1,0,0,0,0.448,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,4965.988,5327.827,,9522746.368,,1.787,1,1,,1,,,,,,5278.458,,112591040,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,500,
1960,AGO,COD,24,180,1,1,1,1,1,553.106,1026.17,553.106,790.391,1,0,0,0,0.39,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,4965.988,15248.246,,3359404.032,,0.22,1,1,,1,,,,,,15259.875,,36972716,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,2200,
1960,AGO,CPV,24,132,1,1,1,-1,0,4839.974,5054.01,4839.974,5043.36,1,1,1,1,0.665,0,1,1,1,1,1,1,0,0,0,0,0,,,PRT,1,1,1975,1,4965.988,212.247,,,,,1,1,,,,,,,,197.742,,216475.891,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,1500,
1960,AGO,CSK,24,200,1,1,1,1,,6560.238,6653.98,6560.238,6645.839,0,0,0,0,,0,1,2,1,,0,0,0,0,0,0,0,,,,0,0,,,4965.988,13670.101,,13973999.62,,1.022,1,1,,2,,,,,,,,,0,1,0,0,0,0,0,0,6,,,,,,,,,,,,,200,
1960,AGO,DDR,24,278,1,1,1,1,,6738.352,6825.559,6830.042,6813.506,0,0,0,0,0.332,0,1,,1,1,0,1,1,0,0,0,0,,,,0,0,,,4965.988,,,24878999.55,,,1,,,2,,,,,,,,,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,100,
1960,AGO,DEU,24,280,1,1,1,1,0,6738.352,6825.559,6830.042,6813.506,1,0,0,0,0.332,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,4965.988,72814.903,,72661999.62,,0.998,1,1,,2,,,,,,73191.312,,744709056,0,1,0,0,0,1,0,0,6,,,,,,,,,,,,,11900,18000
1960,AGO,DNK,24,208,1,1,1,1,0,7179.064,7308.257,7179.064,7300.732,1,0,0,0,0.193,0,1,5,1,4,0,0,0,0,0,0,0,,,,0,0,,,4965.988,4579.603,,6248946.688,,1.365,1,1,,1,,,,,,4583.308,,56752116,0,1,0,0,0,1,0,0,6,,,,,,,,,,,,,300,100
1960,AGO,DZA,24,12,1,1,1,1,0,5194.244,5223.227,5194.244,5210.312,1,0,0,0,0.003,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,4965.988,11277.757,,2723637.504,,0.242,1,1,,1,,,,,,11393.365,,57626628,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,100,
