year,iso3_o,iso3_d,iso3num_o,iso3num_d,country_exists_o,country_exists_d,gmt_offset_2020_o,gmt_offset_2020_d,contig,dist,distw,distcap,distwces,dist_source,comlang_off,comlang_ethno,comcol,comrelig,col45,legal_old_o,legal_old_d,legal_new_o,legal_new_d,comleg_pretrans,comleg_posttrans,transition_legalchange,heg_o,heg_d,col_dep_ever,col_dep,col_dep_end_year,col_dep_end_conflict,empire,sibling_ever,sibling,sever_year,sib_conflict,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,pop_source_o,pop_source_d,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,gdpcap_ppp_o,gdpcap_ppp_d,pop_pwt_o,pop_pwt_d,gdp_ppp_pwt_o,gdp_ppp_pwt_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rta,rta_coverage,rta_type,entry_cost_o,entry_cost_d,entry_proc_o,entry_proc_d,entry_time_o,entry_time_d,entry_tp_o,entry_tp_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_imf_o,tradeflow_imf_d
1974,AFG,AUS,4,36,1,1,4.5,10,0,11433.487,11086.141,11365.442,11020.751,1,0,0,0,0.002,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,1,,,12273.589,13723,2155555.584,88789975.04,0.176,6.47,1,1,1,1,,,,,,13662.049,,275466368,0,1,0,0,0,0,0,0,6,,,,,,,,,55.389,239.447,,,,
1974,AFG,AUT,4,40,1,1,4.5,1,0,4568.098,4567.302,4568.098,4557.809,1,0,0,0,0.006,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,12273.589,7599.038,2155555.584,35104530.43,0.176,4.62,1,1,1,1,,,,,,7626.29,,126114168,0,1,0,0,0,1,0,0,6,,,,,,,,,202.777,788.968,,,,
1974,AFG,BEL,4,56,1,1,4.5,1,0,5416.121,5331.892,5416.121,5326.837,1,0,0,0,0.011,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,12273.589,9772.419,2155555.584,56246493.18,0.176,5.756,1,1,1,1,,,,,,9747.02,,189195200,0,1,0,0,0,1,0,0,6,,,,,,,,,134.292,215.87,,,,
1974,AFG,BGR,4,100,1,1,4.5,2,0,4043.005,3819.043,4043.005,3805.977,1,0,0,0,0.105,0,1,2,1,3,0,0,0,0,0,0,0,,,,0,0,,,12273.589,8678.745,2155555.584,9796480,0.176,1.129,1,1,1,2,,,,,,8699.139,,38154096,0,0,0,0,0,1,0,0,6,,,,,,,,,357.98,,,,,
1974,AFG,BHR,4,48,1,1,4.5,3,0,2004.434,1940.47,2004.434,1917.157,1,0,0,0,0.943,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,12273.589,252.139,2155555.584,714700.032,0.176,2.835,1,1,1,2,,,,,,251.911,,4552330,0,0,0,0,0,0,0,0,6,,,,,,,,,,15.473,,,,
1974,AFG,BMU,4,60,1,1,4.5,-4,0,11177.655,11089.691,11177.655,11087.734,1,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,12273.589,53.4,2155555.584,312600,0.176,5.854,1,1,1,1,,,,,,54.508,,1085253,0,0,0,0,0,0,0,0,6,,,,,,,,,,1.453,,,,
1974,AFG,CAN,4,124,1,1,4.5,-5,0,10768.887,10516.293,10461.271,10508.325,1,0,0,0,0.006,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,1,,,12273.589,22774.088,2155555.584,160164446.2,0.176,7.033,1,1,1,1,,,,,,22838.189,,506883040,0,1,0,0,0,0,0,0,6,,,,,,,,,106.171,68.062,,,,
1974,AFG,CHE,4,756,1,1,4.5,1,0,5247.043,5136.085,5247.043,5129.578,1,0,0,0,0.003,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,12273.589,6341.405,2155555.584,47360909.31,0.176,7.469,1,1,1,2,,,,,,6341.062,,202978288,0,1,0,0,0,0,0,0,6,,,,,,,,,1084.423,6797.984,,,,
1974,AFG,CHN,4,156,1,1,4.5,8,1,4180.438,4434.382,4180.438,4369.993,1,0,0,0,0.024,0,1,2,1,3,0,0,0,0,0,0,0,,,,0,0,,,12273.589,900349.976,2155555.584,142254735.4,0.176,0.158,1,1,1,1,,,,,,903613.5,,1379724672,0,0,0,0,0,0,0,0,6,,,,,,,,,2918.64,,,,,
1974,AFG,CSK,4,200,1,1,4.5,1,,4708.024,4543.171,4708.024,4534.28,0,0,0,0,,0,1,2,1,,0,0,0,0,0,0,0,,,,0,0,,,12273.589,14678.082,2155555.584,33390000.13,0.176,2.275,1,1,1,2,,,,,,,,,0,1,0,0,0,0,0,0,6,,,,,,,,,3121.434,4816.903,,,,
