year,iso3_o,iso3_d,iso3num_o,iso3num_d,country_exists_o,country_exists_d,gmt_offset_2020_o,gmt_offset_2020_d,contig,dist,distw,distcap,distwces,dist_source,comlang_off,comlang_ethno,comcol,comrelig,col45,legal_old_o,legal_old_d,legal_new_o,legal_new_d,comleg_pretrans,comleg_posttrans,transition_legalchange,heg_o,heg_d,col_dep_ever,col_dep,col_dep_end_year,col_dep_end_conflict,empire,sibling_ever,sibling,sever_year,sib_conflict,pop_o,pop_d,gdp_o,gdp_d,gdpcap_o,gdpcap_d,pop_source_o,pop_source_d,gdp_source_o,gdp_source_d,gdp_ppp_o,gdp_ppp_d,gdpcap_ppp_o,gdpcap_ppp_d,pop_pwt_o,pop_pwt_d,gdp_ppp_pwt_o,gdp_ppp_pwt_d,gatt_o,gatt_d,wto_o,wto_d,eu_o,eu_d,rta,rta_coverage,rta_type,entry_cost_o,entry_cost_d,entry_proc_o,entry_proc_d,entry_time_o,entry_time_d,entry_tp_o,entry_tp_d,tradeflow_comtrade_o,tradeflow_comtrade_d,tradeflow_baci,manuf_tradeflow_baci,tradeflow_imf_o,tradeflow_imf_d
1971,AFG,AUS,4,36,1,1,4.5,10,0,11433.487,11086.141,11365.442,11020.751,1,0,0,0,0.002,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,1,,,11323.446,12937,1831108.992,45127114.75,0.162,3.488,1,1,1,1,,,,,,13084.157,,258519024,0,1,0,0,0,0,0,0,6,,,,,,,,,82.594,345.658,,,,
1971,AFG,AUT,4,40,1,1,4.5,1,0,4568.098,4567.302,4568.098,4557.809,1,0,0,0,0.006,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,11323.446,7500.482,1831108.992,17815463.94,0.162,2.375,1,1,1,1,,,,,,7550.34,,109261952,0,1,0,0,0,1,0,0,6,,,,,,,,,250.88,581.921,,,,
1971,AFG,BEL,4,56,1,1,4.5,1,0,5416.121,5331.892,5416.121,5326.837,1,0,0,0,0.011,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,11323.446,9673.162,1831108.992,29935245.31,0.162,3.095,1,1,1,1,,,,,,9663.324,,158061808,0,1,0,0,0,1,0,0,6,,,,,,,,,13.7,162.962,,,,
1971,AFG,BGR,4,100,1,1,4.5,2,0,4043.005,3819.043,4043.005,3805.977,1,0,0,0,0.105,0,1,2,1,3,0,0,0,0,0,0,0,,,,0,0,,,11323.446,8536.395,1831108.992,6426540.032,0.162,0.753,1,1,1,2,,,,,,8558.968,,30527756,0,0,0,0,0,1,0,0,6,,,,,,,,,0.513,,,,,
1971,AFG,BHR,4,48,1,1,4.5,3,0,2004.434,1940.47,2004.434,1917.157,1,0,0,0,0.943,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,11323.446,220.808,1831108.992,171800,0.162,0.778,1,1,1,2,,,,,,220.312,,3286403.25,0,0,0,0,0,0,0,0,6,,,,,,,,,,1.688,,,,
1971,AFG,BMU,4,60,1,1,4.5,-4,0,11177.655,11089.691,11177.655,11087.734,1,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,11323.446,54.6,1831108.992,211100,0.162,3.866,1,1,1,1,,,,,,52.856,,1045146.75,0,0,0,0,0,0,0,0,6,,,,,,,,,,2.109,,,,
1971,AFG,CAN,4,124,1,1,4.5,-5,0,10768.887,10516.293,10461.271,10508.325,1,0,0,0,0.006,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,1,,,11323.446,21645.535,1831108.992,99120807.94,0.162,4.579,1,1,1,1,,,,,,21804.27,,414664608,0,1,0,0,0,0,0,0,6,,,,,,,,,140.85,150.679,,,,
1971,AFG,CHE,4,756,1,1,4.5,1,0,5247.043,5136.085,5247.043,5129.578,1,0,0,0,0.003,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,11323.446,6213.399,1831108.992,24915030.02,0.162,4.01,1,1,1,2,,,,,,6221.635,,187904960,0,1,0,0,0,0,0,0,6,,,,,,,,,4640.023,2755.87,,,,
1971,AFG,CSK,4,200,1,1,4.5,1,,4708.024,4543.171,4708.024,4534.28,0,0,0,0,,0,1,2,1,,0,0,0,0,0,0,0,,,,0,0,,,11323.446,14384.264,1831108.992,25213999.1,0.162,1.753,1,1,1,2,,,,,,,,,0,1,0,0,0,0,0,0,6,,,,,,,,,1325.345,1561.389,,,,
1971,AFG,CYP,4,196,1,1,4.5,2,0,3257.972,3172.299,3257.972,3159.984,1,0,0,0,0.184,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,11323.446,620.86,1831108.992,690499.968,0.162,1.112,1,1,1,2,,,,,,620.859,,5014322,0,1,0,0,0,1,0,0,6,,,,,,,,,,4.844,,,,
1971,AFG,DEU,4,280,1,1,4.5,1,0,5226.514,4945.52,4783.57,4934.421,1,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,11323.446,78312.843,1831108.992,217116999.7,0.162,2.772,1,1,1,2,,,,,,78786.609,,1198030720,0,1,0,0,0,1,0,0,6,,,,,,,,,8655.338,30846,,,,
1971,AFG,DNK,4,208,1,1,4.5,1,0,4857.692,4854.474,4857.692,4848.241,1,0,0,0,0.002,0,1,5,1,4,0,0,0,0,0,0,0,,,,0,0,,,11323.446,4963.126,1831108.992,18823149.57,0.162,3.793,1,1,1,1,,,,,,4961.762,,96289816,0,1,0,0,0,1,0,0,6,,,,,,,,,171.704,489.799,,,,
1971,AFG,EGY,4,818,1,1,4.5,2,0,3584.319,3509.174,3584.319,3496.898,1,0,0,0,0.812,0,1,1,1,1,1,1,0,0,0,0,0,,,,1,1,,,11323.446,37152.21,1831108.992,8266003.456,0.162,0.222,1,1,1,1,,,,,,35863.379,,36333464,0,1,0,0,0,0,0,0,6,,,,,,,,,,0.563,,,,
1971,AFG,ESP,4,724,1,1,4.5,1,0,6290.493,6147.663,6290.493,6123.391,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,11323.446,34191.677,1831108.992,46492798.98,0.162,1.36,1,1,1,1,,,,,,34363.918,,386963168,0,1,0,0,0,1,0,0,6,,,,,,,,,6.594,28.061,,,,
1971,AFG,FIN,4,246,1,1,4.5,2,0,4254.794,4243.341,4254.794,4236.522,1,0,0,0,0,0,1,5,1,4,0,0,0,0,0,0,0,,,,0,0,,,11323.446,4612.124,1831108.992,12536710.14,0.162,2.718,1,1,1,1,,,,,,4629.38,,69771600,0,1,0,0,0,1,0,0,6,,,,,,,,,,41.599,,,,
1971,AFG,FRA,4,250,1,1,4.5,1,0,5590.381,5500.665,5590.381,5489.888,1,0,0,0,0.03,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,11323.446,52320.049,1831108.992,166564462.6,0.162,3.184,1,1,1,1,,,,,,52479.816,,880787136,0,1,0,0,0,1,0,0,6,,,,,,,,,798.14,2312.398,,,,
1971,AFG,GBR,4,826,1,1,4.5,0,0,5718.078,5694.557,5718.078,5689.184,1,0,0,0,0.014,0,1,3,1,2,0,0,0,0,1,1,0,1919,,,0,0,,,11323.446,55896.221,1831108.992,147735298,0.162,2.643,1,1,1,1,,,,,,55809.75,,831288448,0,1,0,0,0,0,0,0,6,,,,,,,,,19807.107,17955.771,,,,
1971,AFG,GRC,4,300,1,1,4.5,2,0,4058.47,3981.455,4058.47,3972.516,1,0,0,0,0.015,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,11323.446,8831.036,1831108.992,14645598.21,0.162,1.658,1,1,1,1,,,,,,8712.683,,94403632,0,1,0,0,0,1,0,0,6,,,,,,,,,,146.583,,,,
1971,AFG,HKG,4,344,1,1,4.5,8,0,4566.617,4656.974,4566.617,4649.385,1,0,0,0,0.005,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,11323.446,4045.3,1831108.992,4476001.792,0.162,1.106,1,1,1,1,,,,,,3937.829,,33878512,0,0,0,0,0,0,0,0,6,,,,,,,,,6.108,13.357,,,,
1971,AFG,IDN,4,360,1,1,4.5,7,0,6000.786,6105.471,6000.786,6048.273,1,0,0,0,0.431,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,11323.446,117616.14,1831108.992,,0.162,,1,1,1,1,,,,,,,,,0,1,0,0,0,0,0,0,6,,,,,,,,,,5.592,,,,
1971,AFG,IND,4,356,1,1,4.5,5.5,0,1003.893,1741.23,1003.893,1578.108,1,0,0,0,0.115,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,11323.446,567805.054,1831108.992,68532273.15,0.162,0.121,1,1,1,1,,,,,,566224.812,,728507648,0,1,0,0,0,0,0,0,6,,,,,,,,,4754.465,13495.487,,,,
1971,AFG,IRL,4,372,1,1,4.5,1,0,6085.926,6052.054,6085.926,6047.218,1,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,11323.446,2992.05,1831108.992,5093158.912,0.162,1.702,1,1,1,1,,,,,,2986.783,,28964470,0,1,0,0,0,1,0,0,6,,,,,,,,,,10.081,,,,
1971,AFG,IRN,4,364,1,1,4.5,3.5,1,1620.826,1553.816,1620.826,1428.416,1,1,1,0,0.972,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,11323.446,29381.954,1831108.992,13203458.05,0.162,0.449,1,1,1,1,,,,,,29281.268,,118666312,0,0,0,0,0,0,0,0,6,,,,,,,,,331.519,101.04,,,,
1971,AFG,IRQ,4,368,1,1,4.5,3,0,2285.353,2173.033,2285.353,2149.577,1,0,0,0,0.951,0,1,1,1,1,1,1,0,0,0,0,0,,,,1,0,1919,0,11323.446,10255.904,1831108.992,3865346.56,0.162,0.377,1,1,1,1,,,,,,10255.903,,32328088,0,0,0,0,0,0,0,0,6,,,,,,,,,93.84,,,,,
1971,AFG,ISL,4,352,1,1,4.5,0,0,6658.555,6564.804,6658.555,6560.94,1,0,0,0,0,0,1,5,1,4,0,0,0,0,0,0,0,,,,0,0,,,11323.446,206.098,1831108.992,677913.408,0.162,3.289,1,1,1,1,,,,,,207.088,,3896491.25,0,1,0,0,0,0,0,0,6,,,,,,,,,69.389,0.647,,,,
1971,AFG,ISR,4,376,1,1,4.5,2,0,3199.193,3097.465,3199.193,3084.393,1,0,0,0,0.079,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,11323.446,3069,1831108.992,5573108.224,0.162,1.816,1,1,1,1,,,,,,2936.668,,40870668,0,1,0,0,0,0,0,0,6,,,,,,,,,,20.475,,,,
1971,AFG,ITA,4,380,1,1,4.5,1,0,4935.994,4878.286,4935.994,4866.3,1,0,0,0,0.001,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,11323.446,54073.49,1831108.992,124306366.5,0.162,2.299,1,1,1,1,,,,,,53949.93,,689952064,0,1,0,0,0,1,0,0,6,,,,,,,,,1666.665,903.842,,,,
1971,AFG,JPN,4,392,1,1,4.5,9,0,6278.016,6169.582,6278.016,6154.539,1,0,0,0,0,0,1,4,1,3,0,0,0,0,0,0,0,,,,0,0,,,11323.446,105696.999,1831108.992,236154748.9,0.162,2.234,1,1,1,1,,,,,,106425.273,,1446898432,0,1,0,0,0,0,0,0,6,,,,,,,,,422.101,600.982,,,,
1971,AFG,KEN,4,404,1,1,4.5,3,0,5221.581,5167.671,5221.581,5158.486,1,0,0,0,0.06,0,1,3,1,2,0,0,0,0,0,0,0,,,,1,0,1919,0,11323.446,11657.477,1831108.992,1778391.296,0.162,0.153,1,1,1,1,,,,,,11657.514,,21053938,0,1,0,0,0,0,0,0,6,,,,,,,,,9.44,,,,,
1971,AFG,KWT,4,414,1,1,4.5,3,0,2079.553,2001.407,2079.553,1978.614,1,0,0,0,0.944,0,1,1,1,1,1,1,0,0,0,0,0,,,,1,0,1919,0,11323.446,808.277,1831108.992,3880392.448,0.162,4.801,1,1,1,1,,,,,,801.142,,30322744,0,1,0,0,0,0,0,0,6,,,,,,,,,,9.43,,,,
1971,AFG,LBN,4,422,1,1,4.5,2,0,3088.869,2992.419,3088.869,2979.235,1,0,0,0,0.371,0,1,1,1,1,1,1,0,0,0,0,0,,,,0,0,,,11323.446,2353.569,1831108.992,2093200,0.162,0.889,1,1,1,2,,,,,,2353.555,,14868260,0,0,0,0,0,0,0,0,6,,,,,,,,,5410.484,2229.807,,,,
